text,sentiment
planet fitness van wyck keep hearing homies tell bout plus close hood u know lazzzy,0
mock ap chemistry exam today central park gon na ap chem v ap bio tournament,1
lot im bored name crissy btw lol u doinnnn,0
sleep hour tossing turning,0
uk suck exam half term good although major subject language stuff,1
aaawww im soooooooo tired today dont feel good dont wan na go work wah yeah im goin work min til closing,0
sharapova loses set,0
aha thanks jae,2
none people talk p e class going bored period,0
sad heard new one yet sound like spared tragedy,0
woke laura last full day last night watched embarrassing home movie,0
ang payat ko na yes hoping go melbourne weight last year,1
grrr internet running next wed least def answer,0
cooould say,1
ive picky put mouth hate onion make cry,0
sound like fun think lol naughty ironing watching nk youtube instead lmao,2
dont want senior leave,2
congrats tax refund always nice,2
ate refuse bless cuz already clingy,0
live danny noriega stickam said hey luv,2
express didnt get see tonight,1
love boyfriend love mac n cheese even took work,2
lol plan today say tomorrow,1
mom like milow version ayo technology good thing clue,2
finally packed thinking time sleep ready chicago,1
suck like hell,0
awww bb sound lonely want drive fly snuggle,0
hey made u house sims oh like perfect balance always lacking stuff like fun etc,1
oh snap broke windshield replacing wiper blade,0
another note totally love pic dad old pic,2
know feel take far much time life,1
happy mother day mama,2
hi thanks following u much long time since last chatted u,2
lmao back queen,2
whats stand marriage natalie stop asking question go get job dad,0
wave look interesting going live life connected might well easy right google owns u,2
dont get use twitterr,1
latvian beaurocracy non resident publish braille highway code another blind alley woe anyone speak farsi,1
spend great time family friend thanks guy,2
figure listen internet,0
would love see,2
appealing fact would hop pretty quick dont wan na impose sacred bday hun ur friend,2
cousin jail shoplifting drug im upset please help feel better,0
baby,1
woke bad dream grrrr,0
mother bad day,0
trying understand joined twitter everyone else felt left,0
lookin forward lovely meal grandparent posh italian,2
photo amazing great subject way get people educated darfur hug u inspiring woman,2
missed interview npr ironic listened npr day long car trip watching needle look good,1
birthday may right probably happy birthday anyway,2
ninja sushi lunch dominick sour gummy worm,1
comiccon cool,2
pleaase dont start dating would suck disney kid would listen ftsk thanks,1
hey sorry got tweet puppy someone already got,0
busy day disappointed today show repeat,0
thank love,2
around takin easy tonight b c still sick,0
back best party ever,2
u understand keep telling u make twitter app understand need,1
yeah surrrrrously win,2
wishing marvelous misadventure flap jack dvd,1
havent laid verse yet,1
playing sister,1
true know bothered morning co put pony soon got work anyways,0
yeah sorry busy last night ill try go next week,0
agwl talking shah rukh khan imposter lol btw thanx follow,1
school victoria bryan school soon sadd,0
pearson,1
got vast show kicked mindblowing live cd sang fave song im n awe,2
think son might flu cause def cleaned stanky puke mess poor pumkpin,1
art party crazy artist bit padestrian skanking,1
pooping pennsylvania rest stop hate using public toilet,0
yeah yeah heck anyway sastch year bail lack expense,1
remeber blue dolphin wore thinking victoria day gift,1
ahahaha funny,2
coffee turn good tiday excellent,1
stunning weather today afternoon ask better,2
wassup u morning,1
tshwane want double rate try phone get service endless loop fail,0
saw kim kardashian robertson today ate hella good sandwich bay city santa monica downloaded lot new song,2
geek building photoblog theme,2
haha hey well elevator said,1
start tomorrow start study,1
natalies finished work amazing peanut butter sandwhich ever miss faceeee,1
yeah p,1
twitter let update online update box work,0
beautiful mn day stuck inside playing zelda got ta play least hr today,2
happy maders day,2
oliver one year really wanted jamies cooking book english german,1
ahhhh geometry like said would graduated feel ur pain hun,0
said elusive tricky,0
jackson already none left back cabbage soup,1
rus joe,1
dude really bachelor point worry,2
tiesto vicky park excellent,2
sorry missed farm today dm would like photo today,0
anticipating tough day ahead,0
well maybe always head cnt sure save,2
sorry hear keep faith though might bad think,1
yeah also partial jt ti dead gone pink sobre,1
first step twitter checking,1
back dinner w family meeting christine anymore sunny weather tomorrow day want red bull,1
heyya people,1
haha run suitable moment,2
missed carrot cake last night hope fun,1
happy mother day mom,2
world beauty pretty girl testing new version,1
know man day pulling bed,0
isp sorted gather cheer bday wish,2
charge hour,1
would easy user manual enough claim bike,2
mine look,1
thanks link ny missed many non online bill know badly score hit,1
u lot bad thing r gon na final next week,1
get anymore,1
awake happy,2
early morning played w baby outside wow felt great got lonely miss sissy jess,1
want garden sitting inside sunny suck,0
last day holydays got ta get back work anyway great week,2
long day much fun though tomorrow much,2
happy star war day,2
happy mother day x go docker,2
going sleep today long day happy mother day mom,1
metro achan,1
smell wafting thru grandparent house papaw smoker going back got long wait tho,1
took amazing power nap ever starbucks time,2
nice gimmeh nice stuff,2
aw anytime boo realized need fun guy change pic poofy hair one,2
maybe used besides without ac hot sleep,0
cucumber gone limp,0
good morning midday nation formula one one hour,2
leave fight tired voice hurt,0
hhaha kewl dude u dont know reason well thats another story mhmhmh,1
kiss find youtube concert version help,1
heading dinner minute cant wait food,2
zero cool thats good,2
kill see online able say hello,1
following ellen oprah honored,2
charley horse leg night,0
ok hit point relaxation heading bed sleep well happy mother day mom night,2
getting ton spam mail inbox driving insane,0
absolutely gutted going badu tonight guy fun got home need head downtown gd heat,0
enthusiasm meeeee,0
deffinately need clean bookbag time need leave next second late school oh well,1
hate em get dragged least beautiful day,1
worry though fine,2
bill super thanks,2
good hear,2
going thursday terrible idea knew reason done quarter pop advil,0
fair,0
watching tv best people whole world mum si agus love twitter later ha,2
getting bored sitting hotel room entire day,0
finally gotten online logging last two day errand family driver,1
im pretty sure miss watching yo gabba gabba niece,0
emilyyoung okey,1
bgt shame dreambears get,0
dont like funeral,0
sunshine sunshine,1
say hour go uwian na,1
taxi q pelangi super loooong getting headache hot cold transition,0
finally work long night hangin,1
break leg real saying p good luck,2
got home interesting night,2
john bought four box,1
employee orientation serco yayy excited nervous wish luck,2
head hurt,0
round round garden amazing thing still talking,2
whoah slow filling screen maybe effective spread tweet,1
portugal spain sore throat scary,0
feeling sick day today arrrgh,0
aw thas good im glad happy jus chillin,2
didnt get msg bought princess,0
got back arizona yesterday moved furniture stuff arizona house shipped redwood city sad,0
got back karaoke bar metreon watching millionaire matchmaker,1
heyy ok know suck dorm assure ok,1
ah bad time hate exam feel unprepared time well suck haha,0
yessir,1
jane really sad probably get perfect tonight quiz without missing article asked someone,0
ritz alrighty thnx good night,2
iigghhtt fur geet idc idk eh blah ugh blah idk hah um yah immboredddd ugh ill fuckitt,0
working day monday try remember email smart remind,2
make school musical week aaah,1
yes beautiful fortunate live thick relaxing,2
mom company picnic lake elsinore storm game oh thing please mom,2
class chem sc building see yeah,1
excited paris ooh lala look forward knowing long long time lovely hug n kiss g,2
hadnt cried long time,0
wanted beta test saw thread result announced,1
going back bed lol enjoy time gym sleeping,2
got new ipod life good,2
yay excited,2
buffalo worshipper maybe time pay visit preferred buff schack town,1
year graduation pretty sure ready,0
beatles scouser funny haircut talent banana split,2
